,comment,sent,off
6642,ನಿಮಗೆ ಒಲೆಯದು ಆಗಲಿ ಸಾರ್,Positive,Not_offensive
6824,ಮೆರೆಯಲಿ ಗಗನದಲಿ ನಿಮ್ಮ ಲಾಂಛನ,Positive,Not_offensive
5191,Yaav movie flop andri?,Mixed,Offensive_Targeted_Insult_Individual
3817,Rite.... Bt avara personal adu.. problems en aitu anta namge gotilla ...yake hudgi mele hig coments mododu brother??? Nam sis ge idu agidre?? Nav en madtidvi??  Aur problems avaru solve modkonda aitu naaav sumne ivele overthinking madta idivi ...,Negative,Not_offensive
577,@Rohith K le nin dagar bandli agtavne modlu kudlu olskoloke yelu ella nin avnu musodilla🤣🤣,Negative,Offensive_Targeted_Insult_Individual
5759,ಅದ್ಬುತ nಅತ್ಯದ್ಭುತ nಇದ್ ಫಿಲಂ ಅಂದ್ರೇ nಬಟ್ ನಮ್ಮವ್ರು ಗೆಲ್ಲಿಸಲ್ಲಾ,Positive,Not_offensive
1399,Boss nivu ultimate,Positive,Not_offensive
6210,ಕೆಲವರು ಡಿಬಾಸ್ ಬಾಸ್ ಅಂತಾರೆnಕೆಲವರು ಯಶ್ ಬಾಸ್ ಅಂತಾರೆnಕೆಲವರು ಕಿಚ್ಚ ಬಾಸ್ ಅಂತಾರೆnಕೆಲವರು ಪುನೀತ್ ಬಾಸ್ ಅಂತಾರೆnಇನ್ನೂ ಕೆಲವರು ಶಿವಣ್ಣ ಬಾಸ್ ಅಂತಾರೆnಆದರೆ ಅವರೆಲ್ಲರೂ ಅವನಿಗಾಗಿ ಕಾಯ್ತಾಇದಾರೆnಯಾರ್ ಅವನು  nಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ,Negative,Not_offensive
1233,Awsome movie must match movie,Positive,Not_offensive
3429,Nivu like goskara tiktok ge hogi idannella collect maadkondidira thane.niv  e video maadide full thappu .bcz nivu publisity goskare insta dalli follow maadi antha ella maathadthidira.matte avaru yella helidu thappu annodadre niv thumba bad words use maadidu thappe.,Negative,Not_offensive
3635,Pop corn monkey tiger kuda super idr,Positive,Not_offensive
5915,ಇದು ಚರಿತ್ರೆ ಸ್ರೃಷ್ಟಿಸೋ ಹಾಡು super super super,Positive,Not_offensive
3408,Nin voice super anna continue instalgram rost rost,Positive,Not_offensive
6215,ಕೇಳಿ ಕಾದಿರುವ ಬಾಂಧವರೇnnಭುವಿಯಲ್ಲಿ ಅವನ ಅರಿತವರೆnnಯಾರಿಲ್ಲ ಬಿಡಿ,Negative,Not_offensive
65,100% nija sir. Appaji tarah yaaru barolla.. ulidre kelavu snetaru bartaare.. Devru saha barolla..,Positive,Not_offensive
4030,Sir really talent  andre nimde nimmantavaru beku nam deshakke,Positive,Not_offensive
5668,time kelidru kelbeku ansutte e song next level song,Positive,Not_offensive
4360,Super duper..Film    Bust of luck... Prajval Devaraja..... Darling..   Days..,Positive,Not_offensive
441,@Nandi Parthasarathi ನಂದಿನಿ ಅವ್ರೆ ನಿಮ್ಮ ಹಾಲು ತುಂಬಾ ಕಾಸ್ಟ್ಲಿ ಅಂತೇ ಹೌದ,Negative,Offensive_Targeted_Insult_Individual
6740,ಬಡ್ಡಿ ಮಗಂದು ಯಾವತ್ ಬಾರುತೋ 27ನೇ ತಾರೀಖು,Negative,Offensive_Untargetede
18,#win 12 ನಿಮ್ಮ ಕನ್ನಡ ಪ್ರೇಮಕ್ಕೆ ಧನ್ಯವಾದ,Positive,Not_offensive
908,@vyv v even Producer for KP,unknown,Not_offensive
1628,D'Boss fan kade inda full support bro....,Positive,Not_offensive
4869,Tik tok uninstall madde irovrna china ge odsbeku bro,Negative,Offensive_Targeted_Insult_Group
3828,S sir niv helid not ja,Positive,Not_offensive
2765,Karavali karavali... Itte boda marre?? Film super hit aagbeku. Bere statesnavru nammatha nodbeku aste...,Positive,Not_offensive
3568,Pakk film sound madee  madutte annoruu like madii..,unknown,Not_offensive
1981,First time kannada movie film video song full bittirodu,Positive,Not_offensive
6219,ಕೇಳಿ ನೆರೆದಿರುವ ಬಾಂಧವರೆnಭುವಿಯಲ್ಲಿ ಇವನ ಅರಿತವರೆ ಯಾರಿಲ್ಲ ಬಿಡಿnಮುನ್ನುಡಿ ಇದ್ದರದೊಂದು ದಂತಕಥೆ..nಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ...nnಮೈನವಿರೇಳಿಸೋ ಸಾಲುಗಳು,Positive,Not_offensive
5942,ಇನ್ನೊಂದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿ ಸೋ ಸರ್ದಾರ,Positive,Offensive_Targeted_Insult_Group
3094,Music ನಿಂದ ಇ ಸಿನೆಮಾ 100 ದಿನ teater    ನಲ್ಲಿ ಇರತ್ತೆ,Positive,Not_offensive
1432,Bro hagandr kgf asn 5 language alli bidugade agute avaga bere industri avaru hage andre yenagutte,Mixed,Not_offensive
4297,Super bro huge video madu Anna,Positive,Not_offensive
1347,Bharatadalli Experience kelidre en madodu? Nav hosa kelsa madoke ready idivi,Negative,Not_offensive
4127,Spuerrrrrrrrr  songs,Positive,Not_offensive
4358,Super duper song,Positive,Not_offensive
4341,Super creative kannadiga,Positive,Not_offensive
5357,abba en song Superrr,Positive,Not_offensive
4932,Trailer ultimate ...  ಸಿನಿಮಾನೂ ಚೆನ್ನಾಗಿರಬಹುದು ಜಂಟಲ್ ಮ್ಯಾನ್ ಚಿತ್ರತಂಡಕ್ಕೆ ಒಳ್ಳೆಯದಾಗಲಿ... #ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್.  Look super 🤩🤩,Positive,Not_offensive
2856,Likes goskara yaakro prathi video nallu d boss fans,Negative,Offensive_Untargetede
3126,Naanu nodde bro adu Chennai Alli full housefull,Positive,Not_offensive
6173,ಕನ್ನಡದಲ್ಲಿ ಹೊಸ ಪ್ರಯತ್ನಕ್ಕೆ ಒಳ್ಳೆದಾಗಲಿ,Positive,Not_offensive
3356,Nijvaaglu film na teaternalli nodade iroke sry. Innondu sari release madi,Positive,Not_offensive
993,Adu support irodarinda,unknown,Not_offensive
442,@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ಕೊಜ್ಜೆ,Negative,Offensive_Targeted_Insult_Individual
1925,Ethu guru Song Endare,Positive,Not_offensive
2022,Gaali maathina bajaaru suddi saarise sumaaru...,Negative,Not_offensive
3794,Re relice agbeku,Positive,Not_offensive
4100,Song super step ennu super,Positive,Not_offensive
1275,Barbeaku hogbeku aste  nav ತು೦ಬಾ ಹೀರೋ s ನೋಡಿ sakhgidhe ok good luck,Positive,Not_offensive
6385,ತಿಪ್ಪನ ಸ್ಟೋರಿ ಚಂದವಾಗಿದೆ,Positive,Not_offensive
965,Aata barutta? 27 kke  show madtini,unknown,Not_offensive
7074,ಸುದೀಪ್ ಅಣ್ಣನ ಅಭಿಮಾನಿಗಳಿಂದ ಕಡೆಯಿಂದ ಅವನೆ ಶ್ರೀಮನ್ ನಾರಾಯಣ ಚಿತ್ರ ಶತದಿನೋತ್ಸವ ಆಚರಿಸಲೆಂದು ಶುಭಕೊರುತ್ತೆವೆ,Positive,Not_offensive
6634,ನಿಜವಾದ ಹೀರೋ ನೀವು sir ಸ್ವಾಭಿಮಾನದ ಗುರು ನೀವು,Positive,Not_offensive
3968,Sir Nimma Swabhimana innu jasthi agli hage Devru nimge innu jasthi Shakthi kodli antha devaranna nanu kelikolluthene,Positive,Not_offensive
2228,Hands up ಇದು ವನವರತ,Positive,Not_offensive
6159,ಕನ್ನಡ ಸಿನಿಮಾ ಸೂಪರ್,Positive,Not_offensive
1138,Anna super talent  anna nimdu ide tara videos  madtabiri,Positive,Not_offensive
5647,super ತೊಗರಿ ತಿಪ್ಪ,Positive,Not_offensive
1836,Eetharau gandu questions yake keltairudo,Negative,Offensive_Targeted_Insult_Individual
6724,ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಈ ಸಿನಿಮಾ ನಿನ್ನ ಜೀವನದ ಅತ್ಯದ್ಭುತ ಚಿತ್ರ ಗಳಲ್ಲಿ ಒಂದು ಆಗುತ್ತೆ ಮುಂದೆ ಒಳ್ಳೆ ಕಥೆ ಗಳೂ ಮಾಡು,Positive,Not_offensive
1182,Astu sala kelidru kelbeku ansute bro super song,Negative,Not_offensive
4948,Tumba satyavada mathu kanri. Sakath bejar aguthe. Nav yargu mosa anyaya madilla.. Adru inu olleyade agtilla bega.. Eladralu struggle agtide,Mixed,Not_offensive
1395,Boss akkun bidbede roste madi,Negative,Not_offensive
5784,ಅಪ್ಪಟ ಕನ್ನಡದಲ್ಲಿ ಮನಸು ಮುಟ್ಟೋ ಹಾಗೆ ಸ್ವಚಂದವಾಗಿ ಮುಖ ಒರಿಸ್ಕೊಳ್ಳೋ ಹಾಗೆ  nಚೆನ್ನಾಗಿ ಉಗಿತಿರಾ ಅಣ್ಣಾ ಉರ್ಕೊಳ್ಳೋರು ಉರ್ಕೊಳ್ಳಿ ಕರೆಂಟ್ ಹೊಡಿದ ಕಾಗೆ ಹಾಗೆ,Positive,Offensive_Targeted_Insult_Group
26,+Nabilal S ಕಗಬಜ,unknown,Not_offensive
2249,Harsith venktesh yake comedy anusathva... Kastadalli idhavarige help maadi punya siguthe,Positive,Offensive_Targeted_Insult_Individual
2296,Hi nan nim vedios nodthini thumba funny agi roast madthira,Positive,Not_offensive
698,@VARAPRASAD K K balegaara banda nin Amman ge bale idsakke dagaar banda nin Amman keyyakke soole magne,Negative,Offensive_Targeted_Insult_Individual
4680,Superb pakka pan India movie aguthe,Positive,Not_offensive
1829,Ee song ond hava start madutee ansidrey like madi,Positive,Not_offensive
4345,Super d boss fans like,Positive,Not_offensive
6091,ಒಂದ ಮೂವಿ ಮಾಡೋಕೆ 7 ವರ್ಷ? ಅದಕ್ಕೆ ಸರಿಯಾಗಿ ಆಗಿದೆ. ಮುಂದೆ ಬೇಗ ಮಾಡಿ ಬಿಡಿ. ಇನ್ನೂ ಇದನ್ನೇ analyse ಮಾಡ್ಕೊಂಡು 7 ವರ್ಷ ಕುತ್ಕೊಬೇಡಿ. ನೋಡಿದ ಜನ anacin ಅಂತ ಇದಾರೆ ಆಬ್ಬ. ಆಡಿಷನ್ ದಿಯಾ ಅಂತ ಒಂದು ಕಥೆ ಮಾಡಿ.,Negative,Offensive_Untargetede
4782,Thandage thakka maga mado kelsa hemmenda madi all the best,Positive,Not_offensive
5553,ravikumara k g howdhu,Mixed,Not_offensive
6028,ಎಂಥೆಂಥದೋ ಡಬ್ಬಾ ಹಾಡುಗಳಿಗೆ ನೂರು-ಇನ್ನೂರು ಮಿಲಿಯನ್ ಗಟ್ಟಲೆ ವಿಕ್ಷಣೆ ಆಗ್ತಾವೆ...ಆದರೆ ಇಂಥಹ ಚೆನ್ನಾಗಿರೋ ಹಾಡಿಗೆ ಮೂರು ದಿನಗಳಾದ್ರೂ ೨ ಮಿಲಿಯನ್ ಆಗ್ತಿಲ್ಲ ಅಂದ್ರೆ...ನಮ್ ಜನ ಇಲ್ಲಿನ,Positive,Offensive_Targeted_Insult_Other
6588,ನಾನು ಲೈಕ್ ಮಾಡಿದೆ,Positive,Not_offensive
932,@ಜೈ ಭಜರಂಗಿ##ವಿಶ್ವ avaru..dronara maga..,Negative,Not_offensive
1543,China dali no donation large money all filled communist govt nnBut not India all in donation,Negative,Offensive_Targeted_Insult_Other
4795,Thanks Venki Anna,Positive,Not_offensive
2204,Hands up - 308k likes nBelageddu - 308k likes,Positive,Offensive_Targeted_Insult_Other
6291,ಚಿತ್ರ ಗೆದ್ದಿದೆ ಆಧರೆ nಪ್ರೇಕ್ಷಕ ಸೋತಿದ್ದಾನೆ,Mixed,Offensive_Untargetede
6106,ಒಬ್ರು ಹೋಗಿ ಫಿಲ್ಮ್ ನೋಡಲ್ಲ,Negative,Not_offensive
1407,Brazil ಕಂಪನಿ ಬಂದು 4 ವರ್ಷಕ್ಕೆ  ಬಾಗ್ಲು  ಮುಚ್ಚುತು  ಕಾರಣ ಲೋಕಲ್ accountant ಎರಡು ಕೈ ಯಿಂದ ತಿಂದ,Negative,Not_offensive
4868,Tik tok super app anna,Positive,Not_offensive
3426,Nivu great sir swabhimani sir Ella namma preethiya geleyaru hege yara,Positive,Not_offensive
1523,Charetra hustsodu avatara,Mixed,Not_offensive
1809,Edu charitre srushtisuva avataara🤨,Mixed,Not_offensive
6894,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅಭಿಮಾನಿಗಳು ಇಲ್ಲಿ ಲೈಕ್ ಮಾಡಿ,Positive,Not_offensive
2312,Hindi Song release madilavaa,Mixed,Not_offensive
2838,Le tiktok huchhu sulemakle,Negative,Offensive_Targeted_Insult_Other
1792,E type movie na tamilali Vishal madidare mostly adara remake aadru aagirbahudu,Negative,Not_offensive
5461,idu charithre srishtisuva comment guru..,Positive,Not_offensive
5236,Yaru boss alla,unknown,Not_offensive
5559,sakath dance performance,Positive,Not_offensive
2824,La video ako su.....।,Negative,Offensive_Untargetede
6049,ಎಲ್ಲಾ  ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು  ಪ್ರಜ್ವಲ್ ನ ಈ ಸಿನಿಮಾ ನೋಡಿ ಆರೈಸಿ ಪ್ರಜ್ವಲ್ ನ ಈ ಸಿನಿಮಾ ದಾಖಲೆ ಗಳ ಸಿನಿಮಾ  ಸಾಲಿನಲ್ಲಿ  ಸೆರಲಿ,Positive,Not_offensive
482,@Nandi Parthasarathi ನೀನು ರಂಡೆ,Negative,Offensive_Targeted_Insult_Individual
6389,ತುಂಬಾ ಅದ್ಬುತ ಸ್ಪೂರ್ತಿದಾಯಕ ಮಾತುಗಳು,Positive,Not_offensive
1379,Bisilu nadalli hola uluvavane nijavada raita,Positive,Not_offensive
815,@pavan mohareer nತಪ್ಪೇನಿಲ್ಲ..nಆದರೆ ಎರವಲು ಪದಗಳ ಬದಲು ಅಚ್ಚಗನ್ನಡ/ಅಣ್ಣೆಗನ್ನಡ/ಹಚ್ಚಗನ್ನಡ ದ ಪದಗಳನ್ನು ಹೆಚ್ಚಾಗಿ ಬಳಸಲು ಒತ್ತು ಕೊಟ್ಟರೆ,Positive,Not_offensive
3989,Sir mate Tik tok bandideee stop madsi http,Positive,Not_offensive
6524,ನನ್ನ ಪ್ರಕಾರ ದಿಯಾ ಒಂದು ಅದ್ಭುತ ಸಿನಿಮಾ.. ನನ್ನ ಬಳಿ ಹಣ ಇದ್ದಿದ್ರೆ ೧೦೦೦ ಜನಕ್ಕೆ ಸಿನಿಮಾ ತೋರಿಸ್ತಾ ಇದ್ದೆ.. ಸಿನಿಮಾ ಕಥೆ ಅದ್ಭುತವಾಗಿದೆ.   ಸಿನಿಮಾದಲ್ಲಿ ಎಲ್ಲವೂ ಅದ್ಭುತವಾಗಿದೆ.. ನಾನು ಎರಡು ಬಾರಿ ಸಿನಿಮಾ ನೋಡಿದ್ದೇನೆ.. ದಿಯಾ ಸಿನಿಮಾ ಗೆಲ್ಲಬೇಕು.. ೧೦೦೦ ದಿನ ಸಿನಿಮಾ ಓಡಿದರೂ ಅಚ್ಚರಿ ಇಲ್ಲ,Positive,Not_offensive
5304,Yenu tappilla bidu bro pakka helidiya,Positive,Not_offensive
6464,ದಿಯಾ ಕನ್ನಡದ ಅದ್ಭುತ ಸಿನಿಮಾಗಳಲ್ಲಿ ಒಂದು. nಕನ್ನಡದಲ್ಲಿ ಕಥೆ ಇಲ್ಲ ಏನ್ನುವವರಿಗೆ ದಿಯಾ ತಕ್ಕ ಉತ್ತರ ಕೊಟಿದ್ದೆ. ಇಂತಹ ಸಿನಿಮಾ ಸೋತರೆ ಕನ್ನಡಿಗರೇ ಸೋತ ಹಾಗೆ ಹಾಗಾಗಿ ಕನ್ನಡ ಸಿನಿ ಪ್ರೇಕ್ಷಕರು ದಿಯಾಳನ್ನು ಚಿತ್ರಮಂದಿರದಲೆ ನೀಡಬೇಕಾಗಿ ವಿನಂತಿ. nದಿಯಾಳ ಮನೋಜ್ಞ ಅಭಿನಯnಆದಿಯ ಲವಲವಿಕೆಯ ನಟನೆnರೋಹಿತ್ ಮುಗ್ಧ ನಟನೆ nಸಂಗೀತ ನಿರ್ದೇಶಕರ ಹಿನ್ನೆಲೆ ಸಂಗೀತ ಎಲ್ಲವೂ ಅದ್ಭುತ. (ಆದಿಗು ದಿಯಾಗು ಒಂದು ಮೇಲೋಡಿ ಡುಯೇಟ್,Positive,Not_offensive
5283,Yen film  guru super,Positive,Not_offensive
5209,Yalla sule makkalu jasti thu,Negative,Offensive_Targeted_Insult_Other
4866,Tik tok premigalu satthru,Negative,Offensive_Targeted_Insult_Group
1576,Compare madebda yella nam avre.. Talent irodakke beldirodu,Negative,Not_offensive
3376,Nim matanna kadime madi pubg sceans kadime madi...,Mixed,Offensive_Targeted_Insult_Individual
4838,Tick tock Matti pub g arorna dayvittu India border of India...lAC ge kalisikodi,Negative,Not_offensive
1654,Darshan kacha thinogu sule magne,Negative,Offensive_Targeted_Insult_Individual
135,5 days trending,Positive,Not_offensive
2058,God bless prajju sir,Positive,Not_offensive
723,@Vinay Kumar MS nin mane address kodu,Mixed,Offensive_Targeted_Insult_Individual
1863,En guru song edu,Positive,Not_offensive
6529,ನಮಗೆಲ್ಲ ನಮ್ಮ LEGENDSನ ಕೆಲವರಲ್ಲಿ ಕಾಣುತ್ತೇವೆ               1.ವಿಷ್ಣುವರ್ಧನ್-ಕಿಚ್ಚ ಸುದೀಪ್      2.ಡಾ,Mixed,Not_offensive
3890,Sari nivu video na roast madi adre madvaga pubg atava free fire games hakondo madbedi a games kooda Chinese,Negative,Not_offensive
5274,Yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare guru.nMahabharata tumba olle moral story. Jeevanakke bekagiro tumba paata ide idralli. Adunella use madkondu olle jeevna madbeku aste. nHindu Muslim Cristian etc etc... Yella naav naav madkondirodu. Yella manushyaru onde,Negative,Offensive_Untargetede
1414,Bro Hindi song sigthila,Mixed,Not_offensive
200,@Arun Jaanu nimma Amman tulla sulemagane bacha nan maga avanu,Negative,Offensive_Targeted_Insult_Individual
1846,Ellanu KGF ge yaak compare maadtiyaa guru,Negative,Offensive_Targeted_Insult_Individual
6032,ಎನ್ ಇಡಿಟ ಮಾಡಿದಿರಾ ಗುರುವೆ,Negative,Not_offensive
6717,ಪ್ರಜಾಪ್ರಭುತ್ವ ಕಾನೂನಲ್ವಾ ಅದಕ್ಕೆ,Mixed,Not_offensive
6568,ನಮ್ಮನೆಗು ಬಂದು ಮಜ್ಜಿಗೆ ಕೇಳಿದ್ದ,Positive,Not_offensive
1234,Awsum guru enu swalpa hugiri,Negative,Not_offensive
3991,Sir mobile gala bage video madi bro,Mixed,Not_offensive
6751,ಬಹಳ  ಸೂಪರ್ ಗಿ  ಬೈದ್ದಿದ್ದಾರ   ಅಣ್ಣ,Positive,Not_offensive
1841,Ei movi pass aglile,Positive,Offensive_Targeted_Insult_Group
445,@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ಲು ಕೆಂಗೇರಿ ಮೋರಿ,Negative,Offensive_Targeted_Insult_Individual
2283,Hen helde guru,Mixed,Not_offensive
3457,Nodarappa yaro heludrala ban yak madbeku antha,Negative,Not_offensive
6213,ಕೇಳಲು ಇಷ್ಟ ಆದರೆ ಇದು ನಿಜ ಅಲ್ಲ ಅನಿಸುತ್ತೆ...ನನ್ನ ಪ್ರಕಾರ,Positive,Offensive_Untargetede
1799,Edakke politics bittu voggattagi kelsa madidrene munde barakke sadya.,Positive,Not_offensive
6514,ನನಗೇನೋ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಶಂಕರ್ನಾಗ್ ಸರ್ ತರಾನೇ ಕಾಣಿಸುತ್ತಾರೆ 🤩,Positive,Not_offensive
4822,Thu dabba movie sulemagand,Negative,Offensive_Targeted_Insult_Other
3518,Onde baari hattu cinema bandre,unknown,Not_offensive
3632,Pogaru karaabu song 383k like now,Negative,Offensive_Targeted_Insult_Other
7071,ಸುಂದರ ಕಲ್ಪನೆಯ ಹಾಸ್ಯ ಪ್ರಸಂಗಗಳು.nಡಾ. ಶಂಭು ಬಳಿಗಾರರ ಹೇಳುಗಾರಿಕೆ ಜನಮೆಚ್ಚುವಂಥದ್ದು.,Positive,Not_offensive
1715,Dislike madiroru mostly Rashmika Mandanna fans anisuthe.........,Negative,Offensive_Targeted_Insult_Group
6838,ಮೋದಿ ಇನ್ನು ಹತ್ತು ವರ್ಷ ಪ್ರಧಾನಿಯಾದರೆ ಖಂಡಿತ  ಚೀನಾಗಿಂತ  ಮೊದಲು ನಮ್ಮ ಭಾರತ ಇರುತ್ತೆ ಸರ್,Positive,Not_offensive
1667,Description alli insta link akiddini nodi guruve,unknown,Not_offensive
5003,Urkond Sai beku,Negative,Offensive_Untargetede
323,@Krishna Tirividi yes support all kannada cinema,Mixed,Not_offensive
6502,ನನಗು ತೊರಸಿ ಅಶ್ವತ್ತಾಮರಾ,unknown,Not_offensive
6293,ಚಿತ್ರದ climax ಏ.... ಚಿತ್ರವನ್ನು ಮಂಕಾಗಿಸಿದೆ,Negative,Offensive_Targeted_Insult_Group
1707,Dislike madid gandu inondsala keli,Negative,Offensive_Targeted_Insult_Group
3281,Next part madi,Positive,Not_offensive
3921,Shankar nag boss tara yaru barala barake agala adu bandre adu uppi avru matra aste ..always king mekar is uppi and Shankar nag bossssssssss,Positive,Not_offensive
411,@Nandi Parthasarathi ille gotta aagta ide ninu yestu urkondu sattidiya anta yenro nimma same balegarna type nayi padu 🤣🤣🤣,Negative,Offensive_Targeted_Insult_Individual
693,@Usha Rao ಇವರಿಗೆ ಇದೆಲ್ಲ ಹೇಳಿದ್ರೆ ಅವರು ನಂಬೋಲ್ಲ......ಅವರದು ಒಂದು ರೀತಿ ಆಜ್ನ್ಯಾನ......ಜಾತಿ ವ್ಯವಸ್ಥೆಗೂ ದೇಶದ ಅಭಿವೃದ್ಧಿಗೂ ಸಂಬಂಧವಿಲ್ಲ,Positive,Offensive_Targeted_Insult_Group
1444,Bro nanu kuda tiktok use madthidae adrae adu ban adaga nang yenu bejar agilla yakandrae namdu ondu sanna contribution irli namma desha kae jai hind,Positive,Not_offensive
1696,Dignity of labour... ಭಾರತದಲ್ಲಿ ಇಲ್ಲ... ಅದನ್ನು ಭಾರತೀಯರು ಬೆಳೆಸಿಕೊಳ್ಳಬೇಕು,Positive,Not_offensive
6813,ಮಹಾಭಾರತದ ಕಾಲದ ಭಾಷೆ ಯಾವುದಾಗಿತು,unknown,Not_offensive
1406,BrasthacharA  ellada deshane Ella. bharatha deshadalli  navella ondhe annodu   bhavane modhalu barbeku.  Ondhu jathiyavaru ennondhu jathiyavaru dhosisodhu  adhu kadime  aagbeku. Rajakiyadavaru navella ondhe.yella pakshadavaru ondagi desha katto kelasa aagbeku .aaga navu Hantha Hantha vagee mele barbahudhu,Negative,Not_offensive
6947,ವಾವ್ ಸಕ್ಕತ್ ಆಗಿದೆ ಗುರು,Positive,Not_offensive
7189,ಹಲೋ ಫಾರ್ ನನ್ ಮಗಂಗೆ ಮಾನ ಮರ್ಯಾದೆ ಇಲ್ಲ ಅಣ್ಣ ಇಲ್ಲೋ ಏನು ಆಗಿದೆಯಂತೆ ಯುನೋ ಭಾರತ-ಚೈನಾ ಫಸ್ಟ್ ಕೇಳಿ ಅಣ್ಣ ನಮ್ ದೇಶಕ್ಕೆ ದ್ರೋಹ ಬಗ್ಗೆ ದ್ರೋಹಿಯನ್ನು ಅಣ್ಣ ಇನ್ನೂ ಸ್ವಲ್ಪ ಚೆನ್ನಾಗಿ ಉಗಿರಿ ಅವನಿಗೆ,Negative,Offensive_Targeted_Insult_Individual
5434,hands up english alva,unknown,Not_offensive
3610,Please re- release madi movie..nodade eiroru tumba jana eidare .. wait madtidare theater alli nodoke.,Positive,Not_offensive
6372,ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ಸ್ ಕಡೆಯಿಂದ ಆಲ್ ದ ಬೆಸ್ಟ್ ಮೂವಿ,Positive,Not_offensive
1473,Bro super neevu,Positive,Not_offensive
3145,Nam janakke love story iro movie Andre bari romance,Positive,Not_offensive
6300,ಚೀನಾ ಒಂದು ವಿಷಯಕ್ಕೆ ಇಷ್ಟ ಆಗುತ್ತೆ nಏನೆಂದರೆ,Negative,Not_offensive
5779,ಅನಿಸುತ್ತೆ ಬಂದಹಾಗಿದೆ ರಚಿಸಲು ಹೊಸ ಶಾಸನnಮೆರೆಯಲಿ ಗಗನದಿ ನಿಮ್ಮದೆ ಲಾಂಚನ,Positive,Not_offensive
418,@Nandi Parthasarathi nadiyole sule magane Nam style Nam ista ning yako thika uri,Negative,Offensive_Targeted_Insult_Individual
5992,ಈ ಸಿನಿಮಾಗೆ ಎಲ್ಲರೂ ಪ್ರೋತ್ಸಾಹಿಸಿ... ಇಂತಹ ಅತ್ಯುತ್ತಮ ಚಿತ್ರವನ್ನ ಬೆಳೆಸಿ...,Positive,Not_offensive
1798,Ebru kannada films na promote madtavre.ningyo kho beku comparison madodu......,Positive,Offensive_Targeted_Insult_Individual
7233,ಹೌದು ಸರ್ ಅಶ್ವತ್ಥಾಮ ಇನ್ನೂ ಬದುಕಿದ್ದಾನೆ,Positive,Not_offensive
1357,Big boss kannada dalli ententa kachda jana haktare. Inta Olle janrana haki.,Negative,Offensive_Targeted_Insult_Other
7090,ಸೂಪರ್  ಬ್ರದರ್,Positive,Not_offensive
2757,Kannadagru like here .Nama Kannada movie he estu craze edaa,Positive,Not_offensive
5406,devare devare devare devare shivane tandheye appane nivu super super duper mind blowing hero forever forever,Mixed,Not_offensive
5941,ಇನ್ನೂ ಎಲ್ಲೆಲ್ಲಿ ಕೇಳ್ತವ್ರೋ.... ಅದೆಲ್ಲಾ report ಇವನಿಗೆ ಕೊಡ್ರೋ... ಅವನ reasearch ಗೆ  help ಆಗ್ಲಿ,Mixed,Not_offensive
853,@punter 18 pakka,unknown,Not_offensive
5528,nijvaglu ee movie nodilla Andre nim papa aste,Positive,Offensive_Untargetede
2446,I like your comments,Positive,Not_offensive
1872,En kathe kattutiya guru🤣🤣🤣🤣..... . Proof kodu sullu kathe katbeda,Negative,Offensive_Targeted_Insult_Individual
6274,ಚಮಯ್ಯ ಮೇಸ್ಟ್ರು ಅವರ ಆಶೀರ್ವಾದ ಯಾವಾಗಲೂ ಇರುತ್ತೆ ನಿಮ್ಮಲ್ಲಿ ಸ್ವಾಭಿಮಾನ ಇದೆ ಆಗು ನಿಮ್ಮಲ್ಲಿ ಒಂದು ಛಲ ಇದೆ,Positive,Not_offensive
2615,Ivrigella hige agbeku,Positive,Not_offensive
2160,Gurve egle Google nali search madu,Mixed,Not_offensive
2277,Heliro prati ondu point super brooo adrallu yaro obba yallo eno agidakke tiktok ban madavre anta helidnalla avnige saryagi uttara kottidira super nivu,Negative,Not_offensive
3370,Nim ge esta agiddare like.Comments.madi,Positive,Not_offensive
3192,Nan nimm movie na theatre alle nodtini ...,Mixed,Not_offensive
4852,Tik tok ban I'm full Full Happ bro ..hage pubg nu ban hagbittre Nana kushige paarave illa,Positive,Not_offensive
2868,Lockdown mugili relise madi bartivi sir,Positive,Not_offensive
7227,ಹೋದರೆ ಹೋಗ್ಲಿ ಬಿಡಿ ರಶ್ಮಿಕ ಅವಳೇನು ತ್ರಿಪುರ ಸುಂದರಿನಾ ಬಿಟ್ಟಾಕಿ,Mixed,Offensive_Targeted_Insult_Individual
2777,Kayakave kailasa sir,Positive,Offensive_Untargetede
