,translated,comment,sent,off
2070,ಒಳ್ಳೆಯದು ..ಬ್ಯಾಟ್ ಸಣ್ಣ ಡೌಟ್ ಕರವಾಲಿ ಬಿಟ್ಟು ಬೆರೆಕ್ಯಾಡ್ ವಿಷಯ ಸಿಗಾಲ್ವಾ.,Good ..but small dout karavali bittu berekade content sigalva.,Mixed,Not_offensive
5804,ಯಾರಿಂದಾಗಿ ಇದ್ರಿಕ್ಯಾಕ್,ಅವನು ಚಿರಂಜೀವಿ ಅದಕ್ಕೊಸ್ಕರ ಸಾಯದೆ  ದೇಶವನ್ನು ಸುತ್ತಾಡುತ್ತಾ ಇರ್ತಾರೆ,Positive,Not_offensive
6663,ನಿಮ್ಮ ಕಾರಣ ಕೇಳನ ಮನೋಪ,ನಿಮ್ಮ ಮಾತು ಕೇಳಿ ಚಾಮಯ್ಯ ಮೇಷ್ಟ್ರು ನೆನಪಾದರು,Positive,Offensive_Targeted_Insult_Group
6871,ಯಾರ್ಯಾರು ಕಾಯ್ತಾ ಇದ್ದೀರಾ ಒಂದು ಲೈಕ ಮಾಡಿ,ಯಾರ್ಯಾರು ಕಾಯ್ತಾ ಇದ್ದೀರಾ ಒಂದು ಲೈಕ ಮಾಡಿ,unknown,Not_offensive
6420,ಥ್ರೂನಾಡಿ,ತುಳುನಾಡ ತುಳು ಸಿನಿಮಾ ಹೀರೋ ಪೃಥ್ವಿ ಅಭಿನಯ ಸೂಪರ್...,Positive,Not_offensive
1115,ಅಣ್ಣಾ ಗೇಮ್ ಯಾವಿಡು ಅಣ್ಣಾ ಆಡು,Anna game yavudu anna adu,Mixed,Not_offensive
2513,ಇಡು ಚಾರಿಟ್ರೆ srustiso ಅವತಾರ ...... ಅಸ್ನ್,Idu Charitre srustiso avatara ......ASN,Positive,Not_offensive
6698,ನೋಡೋಥೆ,ನೋಡ್ತಾ ಹೋದ್ರೆ ಸಾವಿರಾರು lyrical video ಗಳು,Mixed,Not_offensive
5475,ಜನ ಥಿಯೇಟರ್ ಜಿಇ ಬಂಡಿಲ್ಲಾ ಆಡ್ರಿಂಡಾ ಕಲೆಕ್ಷನ್ ಕಡಿಯೊ ಏಜ್ಮೈಡ್,jana theatre ge bandilla aadrinda collection kadime aagide,Mixed,Offensive_Untargetede
3493,ಆಫ್ಟರ್ ಲಾಂಗ್ ಬ್ಯಾಕ್ ಬರುತ್ತಿದೆ ಕನ್ನಡ ಸಿನೆಮಾ ನೋಡಿ ........... ಹೊಸ ಮಲ್ಟಿಟೈನ್ಡ್ ಶಂಕಾನ್ನಾ ............ ಕಣ್ಣದದಾ ಗಾಂಡು,Offter long back coming see Kannada cinema...........New multitalented shankaranna............kannadada gandu,Positive,Not_offensive
5161,ವಾಹ್ ಹ್ಯಾಂಡ್ ಅಪ್,Wow hand's up 🤟  ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ super,Positive,Not_offensive
6144,ಕನ್ನಡ ಚಿತ್ರಾಕೃತಿಯಡು,ಕನ್ನಡ ಚಿತ್ರರಂಗದವ್ರು ಸ್ವಲ್ಪ ಸಹಾಯ ಮಾಡಿ.,Positive,Not_offensive
6738,ಡು ಎನ್.,ಬಂದ ಬಂದ ಬಂದಾ! nಬೇಟೆಗಾರರ ಬೇಟೆಗಾರ - #ASN ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ nತಲೆ ಗಿಮ್ಮ್ ಅನ್ನೋ music ಕೊಟ್ಟಿದಿಯ ದೇವ್ರು ಅಜನೀಶ್,Positive,Not_offensive
6916,ರಂಧ್ರಾಕಾ ಮಂಗಳೇ,ರಶ್ಮಿಕಾ ಮಂದಣ್ಣಳಿಗೆ ದೆಂ,unknown,Not_offensive
501,@Nandi Parrhasarathy,@Nandi Parthasarathi 🤘ಉರ್ಕೊಂಡು ಊರ ಬಿದ್ದರು ಅಂದ್ರೆ🤫🤫 ತಿಕ ಕುಡ್ಕೊಂಡು ಕಾಮೆಂಟ್ ಮಾಡಕ್ ಬಂದಿದ್ದೀರಾ🤣🤣,Negative,Offensive_Targeted_Insult_Individual
1748,ಸರ್ ಕಾಯಕವ್ ಕೈಲಾಸಾ ಚಿಂತಿಸಬೇಡಿ,Don't worry Sir kayakave kailasa,Positive,Not_offensive
5267,ವರ್ಷ ಜಿಇಎನ್ಡು ಚಿತ್ರ ಬ್ಯಾಂಡ್ರು ಚೆನಾಗೈಡ್ ಸೂಪರ್ ಸರ್,Year ge ondu film bandru Chenagide super sir,Positive,Not_offensive
6728,ಪರವಾನಗಿ,ಪ್ರಪಂಚವನ್ನೇ ನಡುಗಿಸುತ್ತಿರುವ ಉಗ್ರವಾದ ಕರೋನಾಗೆ ಶಾಕ್!!nರೂ.50,unknown,Offensive_Targeted_Insult_Individual
5286,ಯೆನ್ ಹರ್ ಹರ್ ಹೆಲಿಡೈರಿ ಸೂಪರ್,Yen huru helidiri super,Positive,Not_offensive
6344,ಡುಂಡಿಂಗ್ ಮೋರ್ಬಾರ್. [1],ಟೃಂಡಿಂಗ್ ನಂಬರ್ . 1,Positive,Not_offensive
485,@Nandi parrhasarathi ಮಿಂಡಿ,@Nandi Parthasarathi ಮಿಂಡ್ರಿ,unknown,Not_offensive
6183,ಕರಾವಳಿ ಧರ್ನ್ಯ,ಕರಾವಳಿ ಜನರಿಂದಲೇ ಕನ್ನಡದ ಘಮಲು,Mixed,Not_offensive
6910,ರಧನ,ರಣಧೀರ ನೆನಪಾದ ರಕ್ಷಿತ ಜಾದಲಿnರಣಭೇಟೆಯಾಡುವ ರಾಕ್ಷಸ ದಾರಿಯಲಿnರಕ್ತಚರಿತ್ರೆಯೋ ರಕ್ಕಸನ ಕಥೆಯೋnನಿಗೂಢ ಮನೆಯೊಳಗೆ ನಡುಕ ಹುಟ್ಟಿಸೋnಸಿನೆಮಾ ಪರದೆಯ ಹಳುಗುಣಿಯೊ.....,Positive,Not_offensive
3664,ಪ್ರೀಸ್ವಿ ಪೆರೆರಾ ಬದಲಾಗಿ ಗುರು,Priswi Perera changide guru,Mixed,Not_offensive
4372,ಸೂಪರ್ ಗಿಚ್ಚಿ ಗಿಲಿ ಗಿಲಿ ಬಾಸ್,Super gichhi Gili Gili boss,Positive,Not_offensive
6818,ಮುಂದೆ ರೆಕಾರ್ಡ್ ಮಾಡ್ಯೂಟ್ ಮಾನ್ಯ,ಮುಂದೆ ರೆಕಾರ್ಡ್ ಮಾಡುತ್ತೆ ಈ ಮೂವಿ,Positive,Not_offensive
1907,ENU ಕನ್ನಡ ಆಂಥಾ ಮಾಟದಾಟೊ ಇಇ ಗೂಬೆಗಾಲ್. ಥೂ! ... Tumba Chennagi maadideera. ಅವ್ರು ನಿಮ್ ಜಟ್ ತುಂಬಾ ಚೆನ್ನಗಿ ಮಾಡಿಡರೆ. ENU MADIDDU,Enu Kannada antha matadtaro ee goobegalu. Thoo!... Tumba chennagi maadideera. Avru nim jote tumba chennagi maadidare. Enu maadiddu,Negative,Offensive_Targeted_Insult_Other
898,@ ಟಿವಿಸ್ಟ್ ಫಾರ್ಮಾಲ್ಸ್ ಯೇಕ್ ಯುರಿಟಾ ಎಡೆಯಾ ನಿವ ದಾಗರ್ ಅಭಿಮಾನಿಗಳು ಎಂಎಂಎ ನಿಮ್ ಕಲ್ಚರ್ ಎಂಡ್ ಗಾಟ್ ಗುಟ್ಟು ಮೊಡಲ್ ಗುಲ್ಬರ್ಗಾ ಮಣಿ ನವಿ ಪ್ರಾರಂಭಿಸಿ ಮ್ಯಾಂಡೆಣಿ ನಿಪು ಎರಾಲ್ ಅವೆವೆನ್ ಟುಸುನ್ ಕ್ಲೀನ್ ಮದ್ಸು,@twisted formals yake urita edeya nivu dagar fans anta nim culture ende gottu agute modlu sariyagi mat adu magne modle Gulbarga mandi navu start madre ninu eral nin avvun tullu clean madsu,Negative,Offensive_Targeted_Insult_Group
5470,ಇತವರಾನ್ನಾ ಗಾಡಿಬಾಗಕ್ಕಕ್ ಕಲ್ಸ್ಬೆಕು ಟಿಕ್ ತಕ್ ಮ್ಯಾಡ್ಲಿ,inthavaranna gadibagakke kalsbeku tik tak madli,Negative,Not_offensive
6844,ಮಾಸ್ಕ್ ಡೈರೆಕ್ಟರ್ ಗೆ ಎಂದರೆ,ಮ್ಯೂಸಿಕ್ ಡೈರೆಕ್ಟರ್ ಗೆ ಒಂದು ದೊಡ್ಡ ಸಲಾಂ ಯಾವುದೋ ಲೋಕಕ್ಕೆ ಹೋಗಿ ಬಂದಂಗಾಯ್ತು.. ನಿಜಕ್ಕೂ ಸಂಗೀತ ಮಾಂತ್ರಿಕ ಅಂದ್ರೆ ಇವ್ರರೆ,Positive,Not_offensive
3040,ಚೆನಾಗಿ IRLI ಹೀರೋ ಜಿಇ ಒಲೆದ್ಯಾಗ್ಲಿ ಟಂಬನ್ ಕಸ್ತಾ ಪಾಡ್ಟಾ ನಾನು ಡೇರೆಪ್ ಅನ್ನು ಸರಿಸಿ,Move chenagi irli hero ge olledagli  tumbane kasta padta I dareP,Positive,Not_offensive
870,@ ಶರತ್ ಶರು ಯಾಕೋ ಸೂಲ್ ಮ್ಯಾಗ್ನೆ ಸಮ್ನೆ ಅಗಾಲ್ವಾ ಎರೋಕ್,@sharath sharu yako sule magne sumne eroke agalva,Negative,Offensive_Targeted_Insult_Individual
4885,ಟಿಕ್ಟಾಕ್ ಮಡೊರೆನಾ ಚೀನೀ ಜಿಇ ಕಲ್ಸೆ ಬೀಕು,Tiktok madorena Chinese ge kalse beku,Negative,Offensive_Targeted_Insult_Group
3556,ಓಸ್ಮ್ ವೇದಿಯೋ ಅನ್ನಾ,Osm vedio anna,Positive,Not_offensive
3815,1.8 ಡಿಲಿಕ್ಕರ್ಗಳು ದೇವರಾ ನಿಮ್ಮಾ ಅಟ್ಮಾಕೆ ಶಾಂತಿ ಕೊಡ್ಲಿಗಾಗಿ ರಿಪ್,Rip for 1.8dislikers devaru nimma atmakke shanti kodli,Negative,Offensive_Targeted_Insult_Group
5968,ಈ ಚಿತ್ರ ರಿ ರೀಲೀಸ್ ಅಗ್ಬೇಕೇ,ಈ ಚಿತ್ರ ರಿ  ರಿಲೀಸ್  ಆಗ್ಬೇಕು  ಈ ಚಿತ್ರಕ್ಕೆ ಗೌರವ ಕೊಡೊಕಾದ್ರು ಚಿತ್ರ ಮಂದಿರಕ್ಕೆ ಹೋಗಿ ಮತ್ತೆ ನೋಡಣ,Positive,Not_offensive
6562,ನಮ್ಮ ಬಾಸ್ ವಿಷ್ಣುವರ್ಧನ್ ಅವರಿಗೆ ಒಂದು ದಿನ ಪರಸ್ಥಿತಿ ಬಂದಿತ್ತು ಅವರ ಚಿತ್ರಗಳ ಸತತವಾಗಿ ಸೋಲುನ್ನು ಕಂಡವು ಮನೆಯಲ್ಲಿ ಹೇಳಿದರಂತೆ ನನಗೆ ಡ್ರೈವಿಂಗ್ ಬರತ್ತೆ ನಾನು ಡ್ರೈವಿಂಗ್ ಬರತ್ತೆ ಡ್ರೈವಿಂರಾಗಿ ಸೇರುತ್ತೇನೆ ಅಂದರು,ನಮ್ಮ ಬಾಸ್ ವಿಷ್ಣುವರ್ಧನ್ ಅವರಿಗೆ ಒಂದು ದಿನ ಪರಸ್ಥಿತಿ ಬಂದಿತ್ತು ಅವರ ಚಿತ್ರಗಳ ಸತತವಾಗಿ ಸೋಲುನ್ನು ಕಂಡವು ಮನೆಯಲ್ಲಿ ಹೇಳಿದರಂತೆ ನನಗೆ ಡ್ರೈವಿಂಗ್ ಬರತ್ತೆ ನಾನು ಡ್ರೈವಿಂಗ್ ಬರತ್ತೆ ಡ್ರೈವಿಂರಾಗಿ ಸೇರುತ್ತೇನೆ ಅಂದರು,unknown,Not_offensive
5664,ಥಿಯೇಟರ್ ಅಲಿ ನೋಂದೊಕ್ಕೆ ನಂಗ್ ಎಟಾ. ಥೆಟ್ರೆ ಅಲಿ ಚಿತ್ರ ಎಲಾ ಆಂಡ್ರೆ ಹೆಂಗ್ ನೋಂದೊಕ್ಕೆ ಅಗುಟ್ಟೆಟ್,theatre alli nodokke nangu esta.theatre alli movie ella andre henge nodokke agutte.nimhantavare theatre alli nodirtiro elvo yarigottu.tilkondu matadi sir  @Nuthesh Naik,Negative,Offensive_Targeted_Insult_Individual
5289,ಯೆನ್ ಸರ್ Nivu .... Owsome ಮಾನವ,Yen sir nivu.... Owsome human being,Positive,Not_offensive
7081,ಸುಪರ್ ಥೋಗರಿ,ಸುಪರ್ ತೊಗರಿ ತಿಫ ಲಾಚನಕೇರಿ,unknown,Not_offensive
3566,ಪರೇಡ್ ಪ್ಯಾಡ್ ಕೆಲಾಬೆಕು ಅನಿಸಿಟ್ .....,Pade pade kelabeku anisutte.....,Positive,Not_offensive
1971,ಚಲನಚಿತ್ರ ಯಾವಾಗಾ ಬಿಡುಗಡೆ?,Film yavaga release?,unknown,Not_offensive
4800,ಧನ್ಯವಾದಗಳು ಬ್ರೋ ಟ್ರೊಲ್ ಅಲ್ಲಾ ಬ್ರೋ ರೋಸ್ಟ್,Thankz bro troll alla bro Roast,Positive,Not_offensive
178,@ ಬಹಿಲಾಶ್ ಗೌಡ ನೀನ್ ಅನ್ಬೆಬ್ ಬಿಡೋಲೊ,@Abhilash Gowda neen anbeda bidolo,Mixed,Offensive_Targeted_Insult_Individual
2573,INNU ISTE ವೀಕ್ಷಣೆಗಳು Agidada !! ಹಾಡು ಯಾಕ್ ಅಜಿಲ್ಲಾ ಹಿಟ್,Innu iste views agidda!! Song yak hit agilla,Negative,Offensive_Targeted_Insult_Group
2015,ಪೂರ್ಣ ರೋಸ್ಟ್ madidiya ಮತ್ತು somberigalige,Full roast madiddiya e somberigalige,Positive,Offensive_Targeted_Insult_Group
3419,ನಿಶ್,Nisha preety avalna avlu dodda buddivanthe deshada Asti avlu eval video Ella Andre Jana sathogtare antha avalge fallowers bekanthe instadalli thu kachadagalu taleli 3 kasina buddi Elladavella yak saytidave,Positive,Offensive_Targeted_Insult_Group
1700,ಡೈನಾಡಲ್ಲಿ 18 ಗ್ಯಾಂಟೆಲ್ ಮಾಲ್ಗೊನಿಜೆ ಕೆಲ್ಸಾ ಯಾರ್ ಕೋಟ್ಟ್ರು ಗುರು ..? ಸಂಪರ್ಕ ಮಾಹಿತಿ IDA?,Dinadalli 18 gante malgonige kelsa yar kottru guru ..? Contact info idya?,Negative,Offensive_Targeted_Insult_Individual
3808,ರೀಮೇಕ್ ಅಟ್ ಹಿಟ್,Remake ಮಾಡಿ hit ಕೊಡೊಕೆ ಇದು 2010 ಅಲ್ಲ.n2020 Swamake ಮಾಡಿ ಖಂಡಿತ hit ಕೊಡುತ್ತೆ.nಗೆಳೆಯ ಅಂತ ಸಿನಿಮಾಗಳು ಮಾಡಿ,Positive,Offensive_Untargetede
4015,ಸರ್ ನಿಮ್ನಾ ದೇವ್ರು ಯವಗ್ಲು ಚೆನಗಾಟ್ರಿರಿ ಸರ್,Sir nimna devru yavaglu chenagottirli sir,Positive,Not_offensive
6679,ನೀವು ಯಾದೃಚ್ಛಿಕ ಆಂತರಿಕ ಎನ್ ನಾವೆ ನಂಬದ್ಧತನ ..,ನೀನು ಅವನೇ ಅಂತ nನಾವು ನಂಬ್ತಿವಿ ..nಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರದವನು ..nಶ್ರೀಮನ್ನಾರಾಯಣ,Positive,Not_offensive
6801,ಸಮುಚ್ಚೂ ಹೊಸ ಚಂದಾದಾರರಾಗಲು ಮರ,ಮಗ ನಿನ್ ಪ್ರಾಸಬದ್ಧ ನಿರೂಪಣೆ ಗೆ ಫಿದಾ ಆಗೋದೇ new subscribe ಮಗ ಸುಪರ್ಬ್,Positive,Not_offensive
1590,ಕ್ರೇಜಿ ಗುರು ನಿನು,Crazy  guru ninu,Mixed,Not_offensive
6164,ಕಾನ್ನಾರ್ಡ್ ಇವತ್ತು ಸಿದ್ಧಾಂತ,ಕನ್ನಡದ ಅತ್ಯುತ್ತಮ ಚಿತ್ರ ದಿಯಾ ಅಂದರೆ ತಪ್ಪಾಗಲಾರದು..ಪುನಃ ರೀ ರಿಲಿಸ್ ಮಾಡಬೇಕು....,Positive,Not_offensive
87,2019 ದಯವಿಟ್ಟು ಇಷ್ಟವಾದರೂ ದಯವಿಟ್ಟು .........,2019 Noduvaru like please.........,Positive,Not_offensive
5805,ಆಹ್ಮೆ ಗ್ರೀನ್ ನಾರಾಯೌ 300 ಕೋಟಿ ಅರಾಮಾಗ,ಅವನೆ ಶ್ರೀಮಾನ್ ನಾರಾಯಣ 300 ಕೋಟಿ ಅರಾಮಾಗಿ ಮಾಡುತ್ತೆ ಅನ್ನುವವರು ಲೈಕ್ ಮಾಡಿ,Positive,Not_offensive
5472,ಜೈ ಡಿ ಬೊಸ್,jAi D Bo'ss,unknown,Not_offensive
6498,ಸಂಪರ್ಕ ... ಇದು ಸಾಂಗ್ ಚಂದ್ರ ಅಪ್ ಎನ್ಹ್ಯಾಂಡ್ಸ್ ಅಪ್ ... ಎನ್ ಹ್ಯುಥೀ ಹುಲಿಯ ...,ನಕ್ಕನ್... ಇದು song ಅಂದ್ರೆnHands Up... nಹೌದೋ ಹುಲಿಯಾ...,Positive,Not_offensive
7200,ಹಾಡೇ ಕೇಲ್,ಹಾಡು ಕೇಳೋಕು ಮುಂಚೆನೇ ಲೈಕ್ ಬಟನ್ ಒತ್ತೋನು ನಾನೊಬ್ಬನೇನ,Positive,Not_offensive
2417,ಕೋಟಿಗೊಬ್ಬಾ ಕೋಟಿಗೊಬ್ಬಾದಂತೆಯೇ ಈ ವಿಜಯ್ ಪ್ರಕಾಶ್ ಹಾಡುವ ರಾಗವನ್ನು ನಾನು ಭಾವಿಸುತ್ತೇನೆ,I feel this vijay prakash singing tune same as kotigobba kotigobba,Positive,Not_offensive
4021,ಸರ್ ಓನ್ ಮ್ಯಾಥೆಲ್ಥಿನಿ ಓನ್ಡ್ ಸರ್ಕರಾ ಮಿನಿಮೊಮ್ 20 ವಾರ್ಷಾ ಇರ್ಬೇಕು ಅವಗಾ ದೇಷಾ ಅಬಿರಾಡ್ಡಿಯಾಗೊಕುಕೆ ಅಂಕುುಲಾ ಅಗ್ಯುತ್ ಬ್ರಾಸ್ತಾಚಾರಾ ನೀಲ್ಬೆಕು,Sir ond mathelthini  ond sarkara minimom 20 Varsha irbeku avaga desha abiruddiagokke ankula aguthe brastachara nilbeku,Positive,Not_offensive
3176,Namma ಕನ್ನಡ Chitra ligh avarge,Namma kannada chitra ranga evrge olle avakasha galna kodli antha kelkotini,Positive,Not_offensive
5979,ಈ ಯು,ಈ ಯುಗದ ಶಂಕರ್ ನಾಗ್ ಗುರು ನೀನು  all the best from DBOSS fans,Positive,Not_offensive
3519,ಒನ್ಡೆ ಓನ್ಡ್ ಸಿಎಮ್ಎನ್ಟಿ ಕೆಟುಡಗ್ ಇಡಿರೆ ಟಾರ್ಸೊ ಚೈಲ್ಡ್ಹೌನ್ನಾಡು ಒಲೆ ಗೌರವಾನ್ವಿತ ಕುಟುಂಬ ನಿಮ್ಡೆನೋ ಗೊಥಿಲಾ ... ಮೊಡ್ಲು ಟಿಲ್ಕಾಂಡ್ ಹೆಲಿಯಾ ಬಾಯ್ಗ್ ಬ್ಯಾಂಡಂಗ್ ಹೆಲಾಕ್ ನಂಗ ಬರುಟ್ಟೆ ... ನಾನ್ ಹೇಸ್ರು ಕಾಟ್ಕಾಂಡ್ ನೆಂಗನ್ ಅಗ್ಬಿಕು,Onde ond cmnt ketudag idre torso childe🤣🤣nNamdu olle respected family nimdeno gotila...modlu tilkond helu bayig bandang helak nangu barutte...nan hesru katkond ningen agbeku,Negative,Offensive_Targeted_Insult_Individual
3669,ಪ್ರಚಾರ ಚೆನ್ನಗ್ ಮಡಿಲ್ಲಾ,Promotion chennag madilla,Negative,Offensive_Untargetede
5393,ಬ್ರೋ ಟ್ರೊಲ್ ಸಕ್ಕಟ್ಟಗಿ ಮ್ಯಾಡಿರಾ ...,bro troll sakkattagi madtira...,Positive,Not_offensive
5016,ಕಲ್ಲೆ ಸ್ಟೋರಿ ಮೌಥ್ರಾ,Valle story iratte maathra,Mixed,Not_offensive
3741,ರಾಕ್ಶಿತ್ ಶೆಟ್ಟಿ ... ಸುಪರ್ಬ್ ಸಾಂಗ್ .. Ninnnna Kastada ಪ್ರಾರ್ಥನಾಕೆ ಕಂಡಿತಾ ಪಾಲಾ ಸಿಕ್ ಸಿಗುಟ್ಟೆ. ..,Rakshith shetty ... superb song .. ninna kastada prayathnakke kanditha pala sikke sigutte.  ..,Positive,Not_offensive
6052,ಇಲ್ಎಲ್,ಎಲ್ಲಾ ಫಿಲ್ಮ್ ಚನ್ನಗಿರತವೆ ಜನ ಯಾಕೆ ಥಿಯೇಟರ್ಗೆ ಬಂದು ನೋಡಲ್ಲಾ ಇದಕೆ ಕಾರಣ ಏನು ಓಹೋ ಎಲ್ಲಾ ಒಂದೇ ರಿಲೀಸ್ ಮಾಡ್ತಾರೆ ಅಧ್ಕ್,Negative,Offensive_Untargetede
962,ಆಡ್ಕ್ ಗುರು ನಾನ್ ನಿನಾ ಗುರುಗಾಲು ಅನೋಡು,Aadk guru nan nimana gurugalu anodu,Positive,Not_offensive
4394,ಸೂಪರ್ ಗುರು ಪಾಕ್ಕ ಬ್ಲಾಕ್ ಬಸ್ಟರ್,Super guru pakka block buster,Positive,Not_offensive
6490,ಲೌ,ಧ್ರುವ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು ಲೈಕ್ ಮಾಡಿ,unknown,Not_offensive
1524,ಚಾರಿಟ್ರೆ ಶ್ರಶ್ಟಿಸೊ ಅವತಾರ,Charitre shrushtiso avatara,Positive,Not_offensive
5988,ಈ ಸಾಂಗ್ ಇನ್ನಾಗಡೆ,ಈ ಸಾಂಗ್ ಚನ್ನಾಗಿದೇ,Positive,Not_offensive
1858,ಎನ್ ಗುರು ಎಡು ಸಾಂಗ್ ಸೂಪರ್,En guru edu song super,Positive,Not_offensive
7167,ಸಸ್ಪೆರ್ ಹಿಟ್ ಚಾಂಗ್ಸ್,ಸೂಪರ್ ಹಿಟ್ ಸಾಂಗ್ಸ್,Positive,Not_offensive
109,3.1 ಕೆ ಆರ್ಕೋಂಡೂ,3.1k ಉರ್ಕೊಂಡು ಸಾಯ್ರಿ,Negative,Offensive_Targeted_Insult_Other
2736,ಕನ್ನಡ ನಿಗಂಟ್ ಅಲ್ಲಾಲಿ ದಾಗರ್ ಆಂಡ್ರೆ ಎನ್ ಆರ್ಥಾ ಗಾಟ್ಟಾ? ಎನ್,Kannada nigant allli dagar Andre enu artha gotta?n,Mixed,Offensive_Untargetede
5415,ಎಂಟ್ ಹಾಡ್ ಗೈಡ್ ಬಯಸುವುದಿಲ್ಲ ಮಡಿಡರೆ ಅಲಾ ಬ್ರೋ,entha song gu dislike madidare ala broo,Negative,Offensive_Targeted_Insult_Group
2511,ಐಡಂಡೆಡ್ ವೋಲ್ಡಾಗಿರಾಡು 2020 ಲೀ,Idonde voledagiradu 2020 li,Mixed,Not_offensive
1007,ಅಜನೇಶ್ ಲೋಕನಾಥ ಸರ್ ನೋಿಯೋ ಕಾಲಿಯೋ ಅರುಜುನಾ ಜನ್ಯ್ಯ,Ajaneesh lokanatha sir nodiyo kaliyo arujuna janya,Positive,Offensive_Untargetede
4867,ಟಿಕ್ ಟೋಕ್ ಶಾಟಾ,Tik tok shata,Negative,Offensive_Targeted_Insult_Group
1401,ಬಾಸ್ ದಯಮಾಡಿ 1 ವರ್ಷ ಗೆ ಒಂದು ಸಿನಿಮಾ ಆದರೂ ಮಾಡಿ ಮತ್ತೆ ನಿಮ್ಮಲ್ಲಿ ಇರುವ ನಿರ್ದೇಶಕನನ್ನ ಮಾತ್ರ ಸಾಯಿಸಬೇಡಿ ಎನ್ ನಿಮ್ಮಲ್ಲಿ ಏನೋ ಒಂದು ವಿಶಿಷ್ಟ ಶಕ್ತಿಯಿದೆ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅವರೇ ... ಎನ್ ಪುಟ್ಟಣ್ಣ ಕಣಗಾಲ್,Boss ದಯಮಾಡಿ 1 year  ಗೆ ಒಂದು ಸಿನಿಮಾ ಆದರೂ ಮಾಡಿ ಮತ್ತೆ ನಿಮ್ಮಲ್ಲಿ ಇರುವ ನಿರ್ದೇಶಕನನ್ನ ಮಾತ್ರ ಸಾಯಿಸಬೇಡಿ nನಿಮ್ಮಲ್ಲಿ ಏನೋ ಒಂದು ವಿಶಿಷ್ಟ ಶಕ್ತಿಯಿದೆ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅವರೇ...nಪುಟ್ಟಣ್ಣ ಕಣಗಾಲ್,Negative,Not_offensive
3819,ರಾಕ್ ಸಿಡ್ಡಿಂಗ್ ಯಾಕೋ ಗಾಂಡು ಸೂಲ್ ಮ್ಯಾಗೊನ್ ನಾನು ನೆನ್ನಾ ಥಾಂಜಿನಾ ಅತ್ಯಾಚಾರ ಮಾಡಿದಾದಾ .. ನನಗು ಬಾಹಿ ಐಡಿಎ .. ನ್ಯಾನಜ್ ಗೋಥಿಲಾಡೆ ಥಾಪಾಗಿಡ್ .. ನೆನು ಮಾಥಾಡೊ ರೀಥಿಯಾಲಿಸಿಕೋ ...,Rock Siddu yaako gaandu soole magane naanu ninna thangina rape maadidna.. yelo mathannu ole mathanaadu.. nanagu baahi ide.. nanage gothilade thapagide.. Neenu mathado reethi badalisiko ...,Negative,Offensive_Targeted_Insult_Individual
1643,ಡಗರ್ ಬೂಬ್ಸ್ ಓಗೊ ಬೊಡ್ಡಿಡ್,Dagar boobs ogo boddide,unknown,Offensive_Untargetede
5450,ಹಡಿಗಿ ಆಂಡ್ರೆ ಯಾಕ್ ಸೇಟಿರೊ .........,hudugi andre yak saytiro.........,Negative,Offensive_Untargetede
3727,ರಾಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಭವಿಷ್ಯದ ಸೂಪರ್ಸ್ಟಾರ್ ಅನೋರುರು ಮಡಿ,Rakshit shetty Future superstar annoru Like madi,unknown,Not_offensive
1556,ಚಿಂಡಿ ಬ್ರೋಯಿಯಿ ಮತ್ತು ಮುಂಡೆ ಮ್ಯಾಕ್ಲಿಜೆ ನಮನ್ ದೇಷಾ ಬಾಕ್ತಿ ಕಮ್ಮಿ ಸಯೋರ್ ಯೊಲೋ ಸಾಯಿತರೆ ಇ ಬೆವ್ರ್ಕ್ಗಾಲಿಜೆ ಟಿಕ್ಟಾಕ್ ಮುಕ್ಯ,Chindi broiiii e munde maklige naman desha bakthi kammi sayor yelo saythare e bevrcgalige tiktok mukya anthe,Negative,Offensive_Targeted_Insult_Other
1709,ಮಡಿದಾವರ ದಾಗರ್ ರಶಿಮ್ಕಾ ಅಭಿಮಾನಿಗಳನ್ನು ಇಷ್ಟಪಡದಿರಿ,Dislike madidavaru dagar rashimka fans,Negative,Offensive_Targeted_Insult_Group
4830,ಥಂಬಾ ಚೆನಾಗಿ ಇಡೆ,Thumba chenagi ede,Positive,Not_offensive
6332,ಅವರು ಹಿಂದು,ಜೈ ಹಿಂದ್,Positive,Not_offensive
5855,ಅಂತರಾಷ್ಟ್ ಮಹಾನಗರದ ಸಂರಕ್ಷಣೆ,ಇಂತಹ ಮಹಾನ್ ವ್ಯಕ್ತಿಯ   ಸಂದರ್ಶನ ಮಾಡಿದ ನಿಮ್ಮ ಚಾನೆಲ್ಗೆ ತುಂಬಾ ಧನ್ಯವಾದಗಳು,Positive,Not_offensive
